"geolocation","count_total","max_mass","min_mass","avg_mass","max_year","min_year","avg_year"
"(34.7, -113.6)",1,372,372,372.00,1965,1965,1965.00
"(-84.57091, 162.08275)",1,26.7,26.7,26.70,1993,1993,1993.00
"(21.04361, 57.0175)",1,306.9,306.9,306.90,2000,2000,2000.00
"(-76.24017, 158.59811)",1,54.7,54.7,54.70,1979,1979,1979.00
"(43.01667, -79.21667)",1,8200,8200,8200.00,1888,1888,1888.00
"(-85.66132, -68.33267)",1,7.1,7.1,7.10,1991,1991,1991.00
"(20.6004, 57.16395)",1,259,259,259.00,2004,2004,2004.00
"(-85.65807, -68.17227)",1,92.7,92.7,92.70,1991,1991,1991.00
"(20.46, 56.675)",1,224,224,224.00,2000,2000,2000.00
"(35.23625, -117.04638)",1,15.8,15.8,15.80,2006,2006,2006.00
"(-85.66787, -68.25751)",1,53.8,53.8,53.80,1991,1991,1991.00
"(21.11533, 57.22117)",1,268,268,268.00,1999,1999,1999.00
"(-30.32167, 128.85)",1,8220,8220,8220.00,1986,1986,1986.00
"(-84.35811, 161.24509)",1,14.8,14.8,14.80,1993,1993,1993.00
"(-85.67399, -68.65725)",1,26.5,26.5,26.50,1991,1991,1991.00
"(41.55, -100.96667)",1,15900,15900,15900.00,1934,1934,1934.00
"(-76.23897, 158.22577)",1,65.8,65.8,65.80,1992,1992,1992.00
"(32.58333, -82.01667)",1,5130,5130,5130.00,1955,1955,1955.00
"(20.63257, 56.15995)",1,3208.7,3208.7,3208.70,2008,2008,2008.00
"(20.51353, 55.52737)",1,123.5,123.5,123.50,2009,2009,2009.00
"(-76.24666, 157.886)",1,4.1,4.1,4.10,1992,1992,1992.00
"(-85.67609, -69.03787)",1,2.4,2.4,2.40,1991,1991,1991.00
"(-84.57577, 162.56572)",1,6.9,6.9,6.90,1993,1993,1993.00
"(21.038, 57.29283)",1,103.28,103.28,103.28,2002,2002,2002.00
"(20.0049, 56.40473)",1,5026,5026,5026.00,2010,2010,2010.00
"(-84.5958, 162.33756)",1,548.9,548.9,548.90,1990,1990,1990.00
"(-85.68029, -68.75661)",1,6,6,6.00,1991,1991,1991.00
"(-84.2858, 161.33204)",1,25.5,25.5,25.50,1993,1993,1993.00
"(-84.61017, 162.15388)",1,926.5,926.5,926.50,1990,1990,1990.00
"(-76.21547, 158.40042)",1,11.2,11.2,11.20,1980,1980,1980.00
"(40.45, -102.38333)",1,1360,1360,1360.00,1935,1935,1935.00
"(-85.68702, -67.77661)",1,5.9,5.9,5.90,1991,1991,1991.00
"(35.66375, -114.02698)",1,5.9,5.9,5.90,2002,2002,2002.00
"(-29.53333, 143.98333)",1,3180,3180,3180.00,1944,1944,1944.00
"(-84.24618, 161.42644)",1,3.2,3.2,3.20,1988,1988,1988.00
"(-84.57651, 162.56573)",1,21.4,21.4,21.40,1993,1993,1993.00
"(41.65, -109.025)",1,52.7,52.7,52.70,2003,2003,2003.00
"(-84.27396, 161.68221)",1,8.4,8.4,8.40,1993,1993,1993.00
"(20.19867, 56.80917)",1,149,149,149.00,2008,2008,2008.00
"(25.22583, 0.17361)",1,256,256,256.00,1991,1991,1991.00
"(21.27327, 58.39645)",1,195.35,195.35,195.35,2006,2006,2006.00
"(39.11667, -98.68333)",1,861,861,861.00,1976,1976,1976.00
"(19.95556, 51.03333)",1,106.1,106.1,106.10,1932,1932,1932.00
"(-86.51027, -122.9522)",1,150.1,150.1,150.10,1991,1991,1991.00
"(-27.33333, -69.8)",1,1980,1980,1980.00,1891,1891,1891.00
"(-85.68028, -68.72284)",1,25,25,25.00,1991,1991,1991.00
"(37.6, -101.25)",1,3900,3900,3900.00,1927,1927,1927.00
"(-85.68345, -68.5168)",1,4.9,4.9,4.90,1991,1991,1991.00
"(34.25, -112.75)",1,38800,38800,38800.00,1898,1898,1898.00
"(36.43333, -83.75)",1,27000,27000,27000.00,1853,1853,1853.00
"(-85.69089, -69.03401)",1,27.8,27.8,27.80,1991,1991,1991.00
"(-84.57966, 162.62089)",1,9.1,9.1,9.10,1993,1993,1993.00
"(40.5, 112.5)",1,200000,200000,200000.00,1959,1959,1959.00
"(-71.80167, 36.14306)",1,115.7,115.7,115.70,1974,1974,1974.00
"(23.31522, 48.62988)",1,21.048,21.048,21.05,2008,2008,2008.00
"(35.98333, -85.85)",1,70500,70500,70500.00,1840,1840,1840.00
"(-76.2475, 157.90708)",1,9,9,9.00,1992,1992,1992.00
"(-85.387, -87.11583)",1,511,511,511.00,2008,2008,2008.00
"(-85.68144, -68.82871)",1,26.9,26.9,26.90,1991,1991,1991.00
"(-30.1065, 126.26267)",1,63.5,63.5,63.50,1993,1993,1993.00
"(-84.57659, 162.06569)",1,274.3,274.3,274.30,1993,1993,1993.00
"(25.22056, 0.31028)",1,84,84,84.00,1992,1992,1992.00
"(-84.26265, 161.44965)",1,285.9,285.9,285.90,1993,1993,1993.00
"(20.35833, 11.85)",1,1149,1149,1149.00,2001,2001,2001.00
"(47.98333, -103.65)",1,7645,7645,7645.00,1962,1962,1962.00
"(18.65148, 55.14188)",1,84.4,84.4,84.40,2011,2011,2011.00
"(24.62112, -0.53962)",1,217,217,217.00,2003,2003,2003.00
"(31.38333, -4.25)",1,50200,50200,50200.00,2001,2001,2001.00
"(-85.67713, -68.26602)",1,33.5,33.5,33.50,1991,1991,1991.00
"(-31.7, 23.75)",1,2950,2950,2950.00,1860,1860,1860.00
"(31.42611, -100.13333)",1,1417.5,1417.5,1417.50,1941,1941,1941.00
"(21.08833, 57.29167)",1,176,176,176.00,2002,2002,2002.00
"(38.625, -96.02278)",1,970,970,970.00,1950,1950,1950.00
"(20.99838, 57.31972)",1,1.6,1.6,1.60,2004,2004,2004.00
"(34.49095, -116.95038)",1,7.56,7.56,7.56,2002,2002,2002.00
"(35.93333, -91.63333)",1,9350,9350,9350.00,1938,1938,1938.00
"(27.15, -104.9)",1,405,405,405.00,1784,1784,1784.00
"(-84.96811, -67.46166)",1,207.3,207.3,207.30,1991,1991,1991.00
"(-85.15633, -94.614)",1,18,18,18.00,2007,2007,2007.00
"(35.63333, -100.13333)",1,9716,9716,9716.00,1963,1963,1963.00
"(-85.68397, -68.86203)",1,8.5,8.5,8.50,2002,2002,2002.00
"(38.77083, -101.79833)",1,23400,23400,23400.00,1983,1983,1983.00
"(20.4935, 57.25187)",1,688.1,688.1,688.10,2002,2002,2002.00
"(-26.26167, 120.73333)",1,218.57,218.57,218.57,1980,1980,1980.00
"(-86.53725, -123.12291)",1,1180.5,1180.5,1180.50,1991,1991,1991.00
"(20.71282, 57.12162)",1,1145.1,1145.1,1145.10,2009,2009,2009.00
"(20.6515, 57.169)",1,1899.1,1899.1,1899.10,2001,2001,2001.00
"(-85.65753, -68.60027)",1,37.1,37.1,37.10,1991,1991,1991.00
"(-85.45, -90.0)",1,31700,31700,31700.00,1962,1962,1962.00
"(20.25523, 56.54143)",1,75.874,75.874,75.87,2007,2007,2007.00
"(38.15, -102.66667)",1,3500,3500,3500.00,1938,1938,1938.00
"(34.0, -84.8)",1,725,725,725.00,1901,1901,1901.00
"(34.48793, -116.95638)",1,2.48,2.48,2.48,2004,2004,2004.00
"(-85.67554, -68.73924)",1,1.2,1.2,1.20,1991,1991,1991.00
"(20.20273, 56.0323)",1,0.26,0.26,0.26,2010,2010,2010.00
"(32.83611, -99.60417)",1,35400,35400,35400.00,1973,1973,1973.00
"(28.66667, -7.53333)",1,40,40,40.00,2001,2001,2001.00
"(-25.43883, -69.85883)",1,85,85,85.00,2010,2010,2010.00
"(-84.54691, -62.28766)",1,10.1,10.1,10.10,1991,1991,1991.00
"(-85.68839, -68.34103)",1,36.7,36.7,36.70,1991,1991,1991.00
"(36.76667, -86.16667)",1,10000,10000,10000.00,1867,1867,1867.00
"(20.89607, 56.92607)",1,266.2,266.2,266.20,2009,2009,2009.00
"(-84.57587, 162.5674)",1,60.2,60.2,60.20,1993,1993,1993.00
"(-85.69224, -69.05878)",1,48.8,48.8,48.80,1991,1991,1991.00
"(-84.25964, 161.36012)",1,8.2,8.2,8.20,1993,1993,1993.00
"(-85.57312, -68.46796)",1,120.3,120.3,120.30,1991,1991,1991.00
"(-85.6803, -68.75704)",1,5.2,5.2,5.20,1991,1991,1991.00
"(-84.57774, 162.04424)",1,97.6,97.6,97.60,1993,1993,1993.00
"(-84.59651, 162.39579)",1,432.7,432.7,432.70,1990,1990,1990.00
"(-85.56642, -68.43619)",1,17.3,17.3,17.30,1991,1991,1991.00
"(21.0, 57.31)",1,216,216,216.00,2001,2001,2001.00
"(20.57698, 55.9477)",1,58.95,58.95,58.95,2003,2003,2003.00
"(-85.68789, -69.05137)",1,12.2,12.2,12.20,1991,1991,1991.00
"(20.50222, 57.37372)",1,450.93,450.93,450.93,2002,2002,2002.00
"(21.05613, 57.29243)",1,32.5,32.5,32.50,2004,2004,2004.00
"(-85.67968, -68.73714)",1,20.7,20.7,20.70,1991,1991,1991.00
"(-84.25135, 161.37168)",1,4.9,4.9,4.90,1988,1988,1988.00
"(39.68072, -117.62778)",1,7,7,7.00,2001,2001,2001.00
"(34.98333, -106.05)",1,330,330,330.00,1975,1975,1975.00
"(-85.32119, -69.86116)",1,103.7,103.7,103.70,1991,1991,1991.00
"(-84.96352, -67.52507)",1,49.5,49.5,49.50,1991,1991,1991.00
"(18.57452, 53.8161)",1,393.86,393.86,393.86,2003,2003,2003.00
"(18.15317, 53.84195)",1,88.48,88.48,88.48,2003,2003,2003.00
"(31.5, -4.85)",1,5200,5200,5200.00,2001,2001,2001.00
"(28.75, -7.58333)",1,33.9,33.9,33.90,2001,2001,2001.00
"(28.3, 0.5)",1,3000,3000,3000.00,2002,2002,2002.00
"(-85.69992, -68.47189)",1,118.8,118.8,118.80,1991,1991,1991.00
"(-25.06667, 14.88333)",1,531.6,531.6,531.60,1976,1976,1976.00
"(-85.66348, -68.37096)",1,10.4,10.4,10.40,1991,1991,1991.00
"(39.35067, -114.40783)",1,76000,76000,76000.00,2007,2007,2007.00
"(22.78875, 55.09469)",1,7,7,7.00,2009,2009,2009.00
"(20.40277, 57.0374)",1,2027.06,2027.06,2027.06,2002,2002,2002.00
"(42.91667, -76.78333)",1,4000,4000,4000.00,1850,1850,1850.00
"(-85.68392, -67.74303)",1,30.8,30.8,30.80,1991,1991,1991.00
"(-85.68835, -68.90241)",1,20.1,20.1,20.10,1991,1991,1991.00
"(21.26845, 57.12872)",1,1257.1,1257.1,1257.10,2008,2008,2008.00
"(25.42556, 0.0975)",1,974,974,974.00,2002,2002,2002.00
"(-85.6661, -69.04142)",1,19.5,19.5,19.50,2005,2005,2005.00
"(21.1582, 58.41132)",1,120.59,120.59,120.59,2006,2006,2006.00
"(-84.63005, 162.52652)",1,2.3,2.3,2.30,1993,1993,1993.00
"(-85.17567, -94.74517)",1,34,34,34.00,2008,2008,2008.00
"(20.42087, 56.50033)",1,30.2,30.2,30.20,2009,2009,2009.00
"(20.26508, 56.503)",1,59.8,59.8,59.80,2005,2005,2005.00
"(21.00572, 57.03185)",1,42.94,42.94,42.94,2005,2005,2005.00
"(21.37162, 58.4124)",1,23.8,23.8,23.80,2006,2006,2006.00
"(-84.57603, 162.56503)",1,2,2,2.00,1993,1993,1993.00
"(52.26667, 9.1)",1,41000,41000,41000.00,1863,1863,1863.00
"(-84.57346, 162.49994)",1,13.7,13.7,13.70,1993,1993,1993.00
"(18.42957, 54.04127)",1,355.06,355.06,355.06,2003,2003,2003.00
"(21.06985, 57.26393)",1,20.2,20.2,20.20,2004,2004,2004.00
"(21.06262, 57.27422)",1,36.03,36.03,36.03,2002,2002,2002.00
"(20.11792, 56.39452)",1,266.01,266.01,266.01,2010,2010,2010.00
"(30.9715, -4.94983)",1,145,145,145.00,2005,2005,2005.00
"(-84.25055, 161.3855)",1,9.7,9.7,9.70,1988,1988,1988.00
"(-85.68245, -68.74539)",1,134.7,134.7,134.70,1991,1991,1991.00
"(31.65, -106.18333)",1,140700,140700,140700.00,1914,1914,1914.00
"(-35.01667, 139.91667)",1,430,430,430.00,1926,1926,1926.00
"(-76.23537, 158.71484)",1,20.2,20.2,20.20,1980,1980,1980.00
"(22.89528, 55.17033)",1,87,87,87.00,2009,2009,2009.00
"(21.03703, 57.32685)",1,1877.3,1877.3,1877.30,2001,2001,2001.00
"(20.40702, 56.65228)",1,977.8,977.8,977.80,2009,2009,2009.00
"(32.98333, -102.38833)",1,861,861,861.00,1964,1964,1964.00
"(33.98333, -115.68333)",1,200,200,200.00,1976,1976,1976.00
"(20.09742, 56.62852)",1,355.507,355.507,355.51,2002,2002,2002.00
"(22.56667, 48.3)",1,275000,275000,275000.00,1957,1957,1957.00
"(-85.66194, -68.16816)",1,26,26,26.00,1991,1991,1991.00
"(18.19152, 53.8129)",1,379.59,379.59,379.59,2001,2001,2001.00
"(-76.22227, 158.43047)",1,22.2,22.2,22.20,1980,1980,1980.00
"(-84.57571, 162.5698)",1,4.3,4.3,4.30,1993,1993,1993.00
"(-84.61552, 162.08015)",1,8.5,8.5,8.50,1993,1993,1993.00
"(33.7, -101.93333)",1,4650,4650,4650.00,1936,1936,1936.00
"(-85.6698, -68.46076)",1,77.2,77.2,77.20,1991,1991,1991.00
"(43.31667, -100.76667)",1,12000,12000,12000.00,1949,1949,1949.00
"(-84.27386, 161.68358)",1,3,3,3.00,1993,1993,1993.00
"(56.0, 76.75)",1,40500,40500,40500.00,1928,1928,1928.00
"(-84.5721, 162.24799)",1,69.7,69.7,69.70,1993,1993,1993.00
"(-25.449, -69.88033)",1,168,168,168.00,2010,2010,2010.00
"(20.70713, 57.18317)",1,25014,25014,25014.00,2002,2002,2002.00
"(28.23333, -7.88333)",1,65,65,65.00,2002,2002,2002.00
"(35.6, -91.26667)",1,5600,5600,5600.00,1923,1923,1923.00
"(21.06917, 57.289)",1,160,160,160.00,2000,2000,2000.00
"(45.50833, 12.30833)",1,51.3,51.3,51.30,2000,2000,2000.00
"(-85.65818, -69.02361)",1,22,22,22.00,1991,1991,1991.00
"(35.3, -106.63333)",1,1001,1001,1001.00,2011,2011,2011.00
"(20.01352, 56.40697)",1,425,425,425.00,2006,2006,2006.00
"(-84.57806, 162.04256)",1,121.4,121.4,121.40,1993,1993,1993.00
"(-76.21992, 158.37834)",1,1.6,1.6,1.60,1992,1992,1992.00
"(20.59763, 55.8682)",1,78.52,78.52,78.52,2003,2003,2003.00
"(26.42767, 15.84833)",1,428,428,428.00,1997,1997,1997.00
"(-85.16239, -94.83696)",1,91.1,91.1,91.10,1991,1991,1991.00
"(20.0018, 56.4922)",1,102.4,102.4,102.40,2004,2004,2004.00
"(-85.67808, -69.07012)",1,2.3,2.3,2.30,1991,1991,1991.00
"(-30.13, 127.38267)",1,53.89,53.89,53.89,1992,1992,1992.00
"(-85.67975, -68.72431)",1,125,125,125.00,1982,1982,1982.00
"(20.98283, 57.33483)",1,139,139,139.00,2000,2000,2000.00
"(-25.443667, -69.884)",1,120,120,120.00,2009,2009,2009.00
"(34.48662, -116.9564)",1,7.3,7.3,7.30,2008,2008,2008.00
"(45.6, -110.58333)",1,1600,1600,1600.00,1936,1936,1936.00
"(20.004, 56.76202)",1,137.8,137.8,137.80,2002,2002,2002.00
"(20.995, 57.325)",1,48,48,48.00,2001,2001,2001.00
"(18.19232, 53.80368)",1,35.41,35.41,35.41,2001,2001,2001.00
"(20.43822, 56.70383)",1,94.12,94.12,94.12,2006,2006,2006.00
"(34.4887, -116.9788)",1,3.93,3.93,3.93,2007,2007,2007.00
"(34.25, -119.3)",1,7700,7700,7700.00,1953,1953,1953.00
"(-31.56667, 127.8)",1,3.8,3.8,3.80,1978,1978,1978.00
"(40.61667, -118.38472)",1,1823.3,1823.3,1823.30,2007,2007,2007.00
"(38.67667, -113.30167)",1,9,9,9.00,1986,1986,1986.00
"(20.8393, 56.41533)",1,2841,2841,2841.00,2005,2005,2005.00
"(-84.6305, 162.52583)",1,3.3,3.3,3.30,1993,1993,1993.00
"(20.51947, 55.80097)",1,1489.6,1489.6,1489.60,2009,2009,2009.00
"(-84.60303, 162.16783)",1,1.2,1.2,1.20,1993,1993,1993.00
"(-76.22084, 158.40541)",1,1419.9,1419.9,1419.90,1992,1992,1992.00
"(32.44667, -111.34667)",1,122.7,122.7,122.70,1997,1997,1997.00
"(20.55362, 57.32433)",1,431.9,431.9,431.90,2002,2002,2002.00
"(-26.33333, 121.0)",1,7464,7464,7464.00,1984,1984,1984.00
"(35.75, -103.93333)",1,1800,1800,1800.00,1963,1963,1963.00
"(-86.13479, -123.96556)",1,299.7,299.7,299.70,1991,1991,1991.00
"(-84.25227, 161.46706)",1,2.9,2.9,2.90,1988,1988,1988.00
"(18.25942, 53.99298)",1,12.3,12.3,12.30,2007,2007,2007.00
"(-84.27135, 161.41234)",1,6.9,6.9,6.90,1988,1988,1988.00
"(20.89335, 55.4936)",1,1172.4,1172.4,1172.40,2009,2009,2009.00
"(20.78388, 55.44787)",1,20.3,20.3,20.30,2009,2009,2009.00
"(32.05, -3.03333)",1,3500,3500,3500.00,1999,1999,1999.00
"(-25.442333, -69.864667)",1,57.4,57.4,57.40,2009,2009,2009.00
"(21.0835, 57.25275)",1,139.96,139.96,139.96,1998,1998,1998.00
"(-85.68302, -68.77736)",1,259.3,259.3,259.30,1991,1991,1991.00
"(39.45889, -4.3775)",1,100000,100000,100000.00,1980,1980,1980.00
"(-85.68255, -68.745)",1,238.1,238.1,238.10,1991,1991,1991.00
"(-84.59107, 162.24576)",1,9,9,9.00,1993,1993,1993.00
"(-84.57575, 162.56592)",1,3.1,3.1,3.10,1993,1993,1993.00
"(-21.86667, 120.11667)",1,102,102,102.00,1973,1973,1973.00
"(26.812, 15.87467)",1,2180,2180,2180.00,1995,1995,1995.00
"(-84.27398, 161.68286)",1,14.3,14.3,14.30,1993,1993,1993.00
"(-84.57335, 162.50019)",1,6,6,6.00,1993,1993,1993.00
"(-84.6037, 162.17221)",1,5,5,5.00,1993,1993,1993.00
"(-84.62384, 162.44194)",1,1767.2,1767.2,1767.20,1993,1993,1993.00
"(-30.5, 131.46667)",1,4.6,4.6,4.60,2009,2009,2009.00
"(-85.6771, -69.04709)",1,125.7,125.7,125.70,1991,1991,1991.00
"(-84.27386, 161.68474)",1,22.6,22.6,22.60,1993,1993,1993.00
"(32.93333, -102.58333)",1,13000,13000,13000.00,1962,1962,1962.00
"(-30.5, 142.33333)",1,2426,2426,2426.00,1922,1922,1922.00
"(-85.65905, -69.05721)",1,18.5,18.5,18.50,1991,1991,1991.00
"(-84.57598, 162.56415)",1,1.3,1.3,1.30,1993,1993,1993.00
"(-84.27177, 161.40183)",1,7.9,7.9,7.90,1988,1988,1988.00
"(20.43773, 55.88368)",1,31,31,31.00,2010,2010,2010.00
"(-84.27082, 161.3694)",1,21.7,21.7,21.70,1988,1988,1988.00
"(-85.68079, -68.73696)",1,63,63,63.00,1991,1991,1991.00
"(33.73883, -103.65)",1,10,10,10.00,1998,1998,1998.00
"(-85.32312, -69.96451)",1,4.7,4.7,4.70,1991,1991,1991.00
"(21.22938, 55.51692)",1,97.48,97.48,97.48,2010,2010,2010.00
"(30.63583, -5.08833)",1,5146,5146,5146.00,2000,2000,2000.00
"(-76.22172, 158.68468)",1,413.5,413.5,413.50,1980,1980,1980.00
"(53.4, 18.45)",1,21500,21500,21500.00,1850,1850,1850.00
"(-84.57603, 162.56669)",1,3,3,3.00,1993,1993,1993.00
"(29.96667, -5.6)",1,3300,3300,3300.00,1989,1989,1989.00
"(33.28333, -102.76667)",1,34300,34300,34300.00,1964,1964,1964.00
"(38.9, -99.43333)",1,5920,5920,5920.00,1966,1966,1966.00
"(34.39833, -103.605)",1,50.5,50.5,50.50,1971,1971,1971.00
"(21.27632, 57.11877)",1,32.7,32.7,32.70,2008,2008,2008.00
"(-84.24849, 161.38293)",1,10,10,10.00,1988,1988,1988.00
"(-85.67711, -69.053)",1,43.1,43.1,43.10,1991,1991,1991.00
"(36.73333, -102.2)",1,2070,2070,2070.00,1971,1971,1971.00
"(36.15, -101.05)",1,11875,11875,11875.00,1963,1963,1963.00
"(35.69733, -114.06167)",1,4.8,4.8,4.80,2002,2002,2002.00
"(-85.68849, -67.71507)",1,26.2,26.2,26.20,1991,1991,1991.00
"(20.7827, 55.42668)",1,80.48,80.48,80.48,2010,2010,2010.00
"(-23.22347, -70.44022)",1,46,46,46.00,2006,2006,2006.00
"(39.68444, -117.62022)",1,8.1,8.1,8.10,2001,2001,2001.00
"(-76.21976, 158.3794)",1,4.1,4.1,4.10,1992,1992,1992.00
"(-84.60051, 162.22791)",1,359.3,359.3,359.30,1990,1990,1990.00
"(-38.10306, 146.18111)",1,11700,11700,11700.00,1995,1995,1995.00
"(-84.27382, 161.68455)",1,2.9,2.9,2.90,1993,1993,1993.00
"(34.1, -103.41667)",1,6000,6000,6000.00,1967,1967,1967.00
"(-85.67809, -69.05486)",1,4.8,4.8,4.80,1991,1991,1991.00
"(21.25452, 56.503)",1,356.7,356.7,356.70,2009,2009,2009.00
"(-84.2744, 161.36508)",1,12.4,12.4,12.40,1988,1988,1988.00
"(-84.24906, 161.40959)",1,15.1,15.1,15.10,1988,1988,1988.00
"(-84.57631, 162.05562)",1,62.4,62.4,62.40,1993,1993,1993.00
"(-85.67923, -68.74367)",1,31.2,31.2,31.20,1991,1991,1991.00
"(21.06, 57.29)",1,14,14,14.00,2001,2001,2001.00
"(-84.57607, 162.56666)",1,8.4,8.4,8.40,1993,1993,1993.00
"(21.0585, 57.27283)",1,78,78,78.00,1999,1999,1999.00
"(-84.24683, 161.39532)",1,6.7,6.7,6.70,1988,1988,1988.00
"(35.0, -94.0)",1,1750,1750,1750.00,1890,1890,1890.00
"(25.46583, 0.07361)",1,46,46,46.00,1992,1992,1992.00
"(18.86795, 55.45073)",1,323.5,323.5,323.50,2009,2009,2009.00
"(-86.54488, -123.84895)",1,748.6,748.6,748.60,1991,1991,1991.00
"(21.0, 56.66667)",1,90,90,90.00,1958,1958,1958.00
"(-85.66117, -68.66506)",1,4.6,4.6,4.60,1991,1991,1991.00
"(-71.81944, 36.19861)",1,536.9,536.9,536.90,1974,1974,1974.00
"(34.21667, -103.91667)",1,42000,42000,42000.00,1984,1984,1984.00
"(-13.12333, -42.2885)",1,118,118,118.00,1991,1991,1991.00
"(-23.23017, -70.42219)",1,3650,3650,3650.00,2006,2006,2006.00
"(21.06858, 57.30132)",1,191.1,191.1,191.10,2004,2004,2004.00
"(-84.27689, 161.40813)",1,4,4,4.00,1988,1988,1988.00
"(-84.27186, 161.40562)",1,16.9,16.9,16.90,1988,1988,1988.00
"(-84.57771, 162.04531)",1,20.4,20.4,20.40,1993,1993,1993.00
"(-84.24169, 161.47922)",1,5.6,5.6,5.60,1993,1993,1993.00
"(24.6544, -0.56928)",1,1056,1056,1056.00,2003,2003,2003.00
"(-85.56341, -68.37618)",1,20.8,20.8,20.80,1991,1991,1991.00
"(-76.23837, 158.24867)",1,7,7,7.00,1980,1980,1980.00
"(20.59412, 55.83592)",1,22.54,22.54,22.54,2003,2003,2003.00
"(21.00917, 56.98694)",1,112.8,112.8,112.80,2000,2000,2000.00
"(-84.6056, 162.12763)",1,5.4,5.4,5.40,1993,1993,1993.00
"(20.1469, 55.70922)",1,982.5,982.5,982.50,2010,2010,2010.00
"(34.75873, -114.23342)",1,89.2,89.2,89.20,2004,2004,2004.00
"(34.75637, -114.23435)",1,98.9,98.9,98.90,2003,2003,2003.00
"(34.11667, -103.56667)",1,450,450,450.00,1982,1982,1982.00
"(21.01183, 57.33)",1,23.2,23.2,23.20,2001,2001,2001.00
"(38.39918, -115.9967)",1,32.5,32.5,32.50,2003,2003,2003.00
"(-71.83333, 35.51944)",1,1091.6,1091.6,1091.60,1974,1974,1974.00
"(-84.25285, 161.39952)",1,7.6,7.6,7.60,1988,1988,1988.00
"(34.48868, -116.94985)",1,3.91,3.91,3.91,2002,2002,2002.00
"(21.01717, 57.32033)",1,163,163,163.00,2001,2001,2001.00
"(-84.29352, 161.32904)",1,15.9,15.9,15.90,1988,1988,1988.00
"(-85.61264, -68.21796)",1,365.7,365.7,365.70,1991,1991,1991.00
"(-84.27372, 161.68917)",1,4.1,4.1,4.10,1993,1993,1993.00
"(2.5, 34.75)",1,752,752,752.00,1995,1995,1995.00
"(33.35, 10.43333)",1,17,17,17.00,2005,2005,2005.00
"(-84.59479, 162.36067)",1,104,104,104.00,1990,1990,1990.00
"(52.4, 79.8)",1,54200,54200,54200.00,1967,1967,1967.00
"(-85.157, -94.59667)",1,32,32,32.00,2007,2007,2007.00
"(-84.57366, 162.24966)",1,5.4,5.4,5.40,1993,1993,1993.00
"(-72.69358, 160.26831)",1,82.7,82.7,82.70,2003,2003,2003.00
"(-85.68555, -68.79682)",1,0.3,0.3,0.30,2002,2002,2002.00
"(20.71, 57.02167)",1,710,710,710.00,2000,2000,2000.00
"(-85.66443, -68.32525)",1,21.3,21.3,21.30,1991,1991,1991.00
"(34.4871, -116.9578)",1,3.22,3.22,3.22,2004,2004,2004.00
"(20.53, 57.367)",1,541,541,541.00,2009,2009,2009.00
"(-85.68706, -68.37847)",1,53.2,53.2,53.20,1991,1991,1991.00
"(-30.3, 131.26667)",1,3388,3388,3388.00,1974,1974,1974.00
"(20.58912, 55.87035)",1,4.99,4.99,4.99,2003,2003,2003.00
"(-85.67658, -69.07235)",1,133.9,133.9,133.90,1991,1991,1991.00
"(-85.69208, -67.64826)",1,71.4,71.4,71.40,1991,1991,1991.00
"(18.25872, 53.9932)",1,48.2,48.2,48.20,2007,2007,2007.00
"(20.80225, 55.44393)",1,100.68,100.68,100.68,2010,2010,2010.00
"(39.1, -98.83333)",1,1300,1300,1300.00,1937,1937,1937.00
"(18.25222, 53.99795)",1,12.7,12.7,12.70,2007,2007,2007.00
"(20.57258, 56.05498)",1,1649.2,1649.2,1649.20,2010,2010,2010.00
"(29.96667, -98.11667)",1,7800,7800,7800.00,1976,1976,1976.00
"(20.57268, 57.36938)",1,566.65,566.65,566.65,2002,2002,2002.00
"(-19.73333, -48.31667)",1,14000,14000,14000.00,1965,1965,1965.00
"(-85.68018, -68.71329)",1,38.9,38.9,38.90,1991,1991,1991.00
"(-84.5978, 162.40027)",1,811.6,811.6,811.60,1990,1990,1990.00
"(-85.68043, -68.29586)",1,31.6,31.6,31.60,1991,1991,1991.00
"(25.52611, 0.60056)",1,207,207,207.00,1991,1991,1991.00
"(-71.78194, 35.67778)",1,42.1,42.1,42.10,1974,1974,1974.00
"(25.3975, 0.6075)",1,1342,1342,1342.00,1992,1992,1992.00
"(33.40333, 10.45833)",1,126,126,126.00,2005,2005,2005.00
"(26.01043, -10.33618)",1,160.1,160.1,160.10,2010,2010,2010.00
"(27.75, -8.13333)",1,1550,1550,1550.00,1997,1997,1997.00
"(35.65933, -115.37167)",1,5,5,5.00,2000,2000,2000.00
"(-85.68153, -68.71682)",1,23.4,23.4,23.40,1991,1991,1991.00
"(36.5, 137.0)",1,10880,10880,10880.00,1892,1892,1892.00
"(33.18667, -114.91783)",1,159,159,159.00,2004,2004,2004.00
"(21.32, 56.41667)",1,991,991,991.00,2001,2001,2001.00
"(50.90333, 21.54983)",1,8.9,8.9,8.90,2000,2000,2000.00
"(-30.01667, 127.60833)",1,30.6,30.6,30.60,1982,1982,1982.00
"(25.46306, 0.70444)",1,365,365,365.00,1991,1991,1991.00
"(25.14556, 0.0475)",1,94,94,94.00,1992,1992,1992.00
"(-18.5, -44.0)",1,1224,1224,1224.00,1888,1888,1888.00
"(-85.16103, -94.55959)",1,514.7,514.7,514.70,1991,1991,1991.00
"(34.74667, -114.21)",1,52.3,52.3,52.30,2004,2004,2004.00
"(-84.27231, 161.40262)",1,19.3,19.3,19.30,1988,1988,1988.00
