"geolocation","count_total","max_mass","min_mass","avg_mass","max_year","min_year","avg_year"
"(22.69813, 55.3336)",1,1330.9,1330.9,1330.90,2010,2010,2010.00
"(-72.98972, 160.40944)",1,1,1,1.00,1997,1997,1997.00
"(-72.77444, 75.33417)",1,57.89,57.89,57.89,2003,2003,2003.00
"(27.50083, 3.86983)",1,69,69,69.00,2001,2001,2001.00
"(-72.793611, 75.284722)",1,0.75,0.75,0.75,2006,2006,2006.00
"(-76.30361, 157.23389)",1,510.4,510.4,510.40,1983,1983,1983.00
"(-30.38333, 129.51667)",1,159.1,159.1,159.10,1993,1993,1993.00
"(-76.2669, 156.44818)",1,105.2,105.2,105.20,1990,1990,1990.00
"(-72.98056, 75.25556)",1,1.6,1.6,1.60,2003,2003,2003.00
"(-72.994444, 75.264444)",1,12.05,12.05,12.05,2006,2006,2006.00
"(-72.95417, 160.4475)",1,76.4,76.4,76.40,2001,2001,2001.00
"(27.08983, 16.08667)",1,894,894,894.00,1997,1997,1997.00
"(-76.69111, 159.38695)",1,11.8,11.8,11.80,1981,1981,1981.00
"(19.40518, 57.26818)",1,913.1,913.1,913.10,2001,2001,2001.00
"(-84.27372, 161.68663)",1,17.7,17.7,17.70,1986,1986,1986.00
"(-72.93722, 75.29722)",1,6.34,6.34,6.34,2006,2006,2006.00
"(-76.71664, 158.73072)",1,104.2,104.2,104.20,1981,1981,1981.00
"(18.3347, 54.4026)",1,420,420,420.00,2011,2011,2011.00
"(35.04102, -117.27465)",1,16.4,16.4,16.40,2007,2007,2007.00
"(-76.32528, 157.18639)",1,80.9,80.9,80.90,1983,1983,1983.00
"(-72.786667, 75.278889)",1,1.47,1.47,1.47,2006,2006,2006.00
"(18.67917, 54.58783)",1,1095,1095,1095.00,1999,1999,1999.00
"(34.2, -101.5)",1,956,956,956.00,1936,1936,1936.00
"(-76.04656, 156.44532)",1,21.8,21.8,21.80,1992,1992,1992.00
"(-76.28527, 156.4552)",1,35.7,35.7,35.70,1987,1987,1987.00
"(-76.97765, 156.92485)",1,20.1,20.1,20.10,1990,1990,1990.00
"(-72.777778, 75.279444)",1,0.66,0.66,0.66,2003,2003,2003.00
"(49.05, 13.76667)",1,59000,59000,59000.00,1829,1829,1829.00
"(18.91833, 54.40833)",1,26,26,26.00,2003,2003,2003.00
"(27.02683, 16.5085)",1,151,151,151.00,1996,1996,1996.00
"(19.89152, 56.32853)",1,220.3,220.3,220.30,2005,2005,2005.00
"(27.43333, 3.75)",1,157,157,157.00,1990,1990,1990.00
"(28.854, 12.52233)",1,307,307,307.00,1999,1999,1999.00
"(-72.976389, 75.267222)",1,12.74,12.74,12.74,2006,2006,2006.00
"(27.28033, 16.067)",1,25,25,25.00,1997,1997,1997.00
"(-84.27657, 161.38582)",1,31.2,31.2,31.20,1985,1985,1985.00
"(-72.99722, 75.21944)",1,2.26,2.26,2.26,2003,2003,2003.00
"(-76.28062, 156.43804)",1,36.5,36.5,36.50,1990,1990,1990.00
"(27.08433, 16.119)",1,237,237,237.00,1995,1995,1995.00
"(-84.25331, 161.38968)",1,14.3,14.3,14.30,1987,1987,1987.00
"(19.6973, 56.706)",1,390.8,390.8,390.80,2011,2011,2011.00
"(19.9997, 56.41108)",1,16005.5,16005.5,16005.50,2005,2005,2005.00
"(18.73244, 54.37936)",1,7.49,7.49,7.49,2011,2011,2011.00
"(18.36015, 54.39437)",1,883,883,883.00,2011,2011,2011.00
"(33.50667, -97.65139)",1,26100,26100,26100.00,1957,1957,1957.00
"(-84.25105, 161.35923)",1,2.4,2.4,2.40,1986,1986,1986.00
"(35.33333, -115.31667)",1,58000,58000,58000.00,1880,1880,1880.00
"(19.229083, 54.923111)",1,661,661,661.00,2005,2005,2005.00
"(-76.89661, 156.99137)",1,2529.2,2529.2,2529.20,1982,1982,1982.00
"(-72.84528, 75.21778)",1,18.63,18.63,18.63,2006,2006,2006.00
"(-84.25934, 161.35931)",1,32.9,32.9,32.90,1986,1986,1986.00
"(-76.28865, 156.43064)",1,8.4,8.4,8.40,1990,1990,1990.00
"(53.61667, 56.33333)",1,16000,16000,16000.00,2003,2003,2003.00
"(35.05602, -116.72368)",1,90.04,90.04,90.04,2001,2001,2001.00
"(-76.83077, 158.23057)",1,695.1,695.1,695.10,1981,1981,1981.00
"(-84.27999, 161.38547)",1,61.4,61.4,61.40,1985,1985,1985.00
"(51.11667, 57.91667)",1,115,115,115.00,1900,1900,1900.00
"(-76.97131, 156.90059)",1,0.8,0.8,0.80,1990,1990,1990.00
"(-72.94639, 75.28333)",1,278.2,278.2,278.20,2003,2003,2003.00
"(-72.77333, 75.33194)",1,16.56,16.56,16.56,2003,2003,2003.00
"(-76.26893, 156.44203)",1,20.3,20.3,20.30,1990,1990,1990.00
"(-72.77361, 75.31972)",1,16.99,16.99,16.99,2003,2003,2003.00
"(20.7145, 11.11567)",1,608.9,608.9,608.90,1997,1997,1997.00
"(-84.27251, 161.71766)",1,42.2,42.2,42.20,1987,1987,1987.00
"(-72.77361, 75.32222)",1,102.02,102.02,102.02,2003,2003,2003.00
"(-72.9875, 75.261667)",1,3.88,3.88,3.88,2006,2006,2006.00
"(-72.95623, 160.43857)",1,34.2,34.2,34.20,1990,1990,1990.00
"(19.17067, 54.75967)",1,8852,8852,8852.00,1999,1999,1999.00
"(-76.2773, 156.4595)",1,3,3,3.00,1990,1990,1990.00
"(18.43583, 54.2355)",1,200,200,200.00,2000,2000,2000.00
"(-72.779167, 75.299444)",1,1.57,1.57,1.57,2003,2003,2003.00
"(-72.98, 75.25889)",1,12.3,12.3,12.30,2003,2003,2003.00
"(-76.85107, 156.29756)",1,49.3,49.3,49.30,1985,1985,1985.00
"(-76.95201, 156.93536)",1,35.4,35.4,35.40,1984,1984,1984.00
"(-84.27744, 161.64044)",1,466.5,466.5,466.50,1988,1988,1988.00
"(-84.25555, 161.43227)",1,2.3,2.3,2.30,1986,1986,1986.00
"(-72.77528, 75.32583)",1,5.53,5.53,5.53,2003,2003,2003.00
"(19.78042, 55.5979)",1,487.4,487.4,487.40,2011,2011,2011.00
"(27.00883, 16.46)",1,96.4,96.4,96.40,2000,2000,2000.00
"(27.1125, 16.33167)",1,764,764,764.00,2002,2002,2002.00
"(27.08083, 16.05633)",1,21,21,21.00,1999,1999,1999.00
"(-76.67649, 159.25196)",1,33.3,33.3,33.30,1981,1981,1981.00
"(-84.24675, 161.42207)",1,11.9,11.9,11.90,1988,1988,1988.00
"(-76.75174, 158.76483)",1,6,6,6.00,1984,1984,1984.00
"(-84.25709, 161.37906)",1,11.3,11.3,11.30,1986,1986,1986.00
"(18.34583, 54.40067)",1,1698.1,1698.1,1698.10,2001,2001,2001.00
"(27.30017, 16.14117)",1,119.38,119.38,119.38,1997,1997,1997.00
"(19.91448, 55.66278)",1,882.7,882.7,882.70,2003,2003,2003.00
"(-76.66899, 159.30365)",1,104.2,104.2,104.20,1981,1981,1981.00
"(52.26667, -105.35)",1,13000,13000,13000.00,1931,1931,1931.00
"(-76.90694, 157.02548)",1,4.3,4.3,4.30,1982,1982,1982.00
"(19.66005, 55.70383)",1,1.82,1.82,1.82,2011,2011,2011.00
"(-72.78278, 75.28972)",1,0.51,0.51,0.51,2006,2006,2006.00
"(-72.776944, 75.330833)",1,0.89,0.89,0.89,2003,2003,2003.00
"(43.56333, -97.58333)",1,16700,16700,16700.00,1962,1962,1962.00
"(38.0, -84.16667)",1,11300,11300,11300.00,1937,1937,1937.00
"(-76.88429, 158.58777)",1,149.7,149.7,149.70,1984,1984,1984.00
"(44.19167, 7.20028)",1,200,200,200.00,1995,1995,1995.00
"(-76.83646, 156.45113)",1,32,32,32.00,1985,1985,1985.00
"(-84.28238, 161.359)",1,6,6,6.00,1988,1988,1988.00
"(19.9905, 56.40063)",1,175.02,175.02,175.02,2005,2005,2005.00
"(-84.348, 161.4824)",1,0.6,0.6,0.60,1987,1987,1987.00
"(27.01617, 16.468)",1,13.7,13.7,13.70,2000,2000,2000.00
"(-72.778611, 75.331111)",1,28.45,28.45,28.45,2006,2006,2006.00
"(-42.66667, -68.08333)",1,83000,83000,83000.00,1984,1984,1984.00
"(-76.68038, 159.27753)",1,11.5,11.5,11.50,1981,1981,1981.00
"(-84.27374, 161.69222)",1,13.4,13.4,13.40,1986,1986,1986.00
"(-84.27257, 161.71645)",1,20.8,20.8,20.80,1987,1987,1987.00
"(-72.7728, 75.3186)",1,1.5,1.5,1.50,2003,2003,2003.00
"(-76.71444, 158.70131)",1,8.7,8.7,8.70,1984,1984,1984.00
"(19.53858, 55.20168)",1,86.5,86.5,86.50,2008,2008,2008.00
"(27.28133, 16.40833)",1,781,781,781.00,2001,2001,2001.00
"(-73.08583, 75.2075)",1,3.4,3.4,3.40,2002,2002,2002.00
"(37.5, -79.75)",1,500,500,500.00,1850,1850,1850.00
"(27.71667, 4.78333)",1,383,383,383.00,1990,1990,1990.00
"(-76.27449, 156.42586)",1,63,63,63.00,1990,1990,1990.00
"(18.63538, 54.73105)",1,308,308,308.00,2000,2000,2000.00
"(-76.275, 156.42341)",1,36.3,36.3,36.30,1990,1990,1990.00
"(-84.27189, 161.35412)",1,46.3,46.3,46.30,1986,1986,1986.00
"(-72.77278, 75.35)",1,1.72,1.72,1.72,2003,2003,2003.00
"(-72.95058, 160.51718)",1,1,1,1.00,2011,2011,2011.00
"(-76.69139, 159.29)",1,59.4,59.4,59.40,1981,1981,1981.00
"(-84.23511, 161.46197)",1,5.4,5.4,5.40,1988,1988,1988.00
"(27.59972, 4.90361)",1,293,293,293.00,1991,1991,1991.00
"(-84.24709, 161.44378)",1,4.6,4.6,4.60,1988,1988,1988.00
"(-84.25429, 161.39843)",1,11.6,11.6,11.60,1987,1987,1987.00
"(-72.778056, 75.320556)",1,1.83,1.83,1.83,2006,2006,2006.00
"(-84.27426, 161.67644)",1,51.9,51.9,51.90,1986,1986,1986.00
"(-84.24554, 161.50052)",1,4.2,4.2,4.20,1988,1988,1988.00
"(-84.31177, 161.25171)",1,163.1,163.1,163.10,1986,1986,1986.00
"(-76.28452, 156.48347)",1,19.6,19.6,19.60,1990,1990,1990.00
"(-76.71033, 158.78075)",1,12,12,12.00,1984,1984,1984.00
"(19.72823, 55.72597)",1,93.45,93.45,93.45,2006,2006,2006.00
"(59.33333, -136.0)",1,43000,43000,43000.00,1881,1881,1881.00
"(-84.34646, 161.32157)",1,0.5,0.5,0.50,1987,1987,1987.00
"(27.41117, 16.2)",1,316,316,316.00,1997,1997,1997.00
"(-84.27766, 161.35575)",1,9.1,9.1,9.10,1986,1986,1986.00
"(-84.25846, 161.34923)",1,22.9,22.9,22.90,1986,1986,1986.00
"(19.7524, 56.3304)",1,4747.9,4747.9,4747.90,2009,2009,2009.00
"(-76.28533, 156.43785)",1,5,5,5.00,1990,1990,1990.00
"(-30.91378, 130.90386)",1,6.6,6.6,6.60,2010,2010,2010.00
"(-72.77944, 75.32361)",1,2.13,2.13,2.13,2006,2006,2006.00
"(19.88373, 56.33652)",1,30.568,30.568,30.57,2007,2007,2007.00
"(-72.95194, 160.50833)",1,9.5,9.5,9.50,2001,2001,2001.00
"(-76.27347, 156.47667)",1,18.4,18.4,18.40,1990,1990,1990.00
"(18.51133, 54.60783)",1,4652,4652,4652.00,2008,2008,2008.00
"(27.35583, 16.20317)",1,81,81,81.00,1998,1998,1998.00
"(-76.05125, 156.42403)",1,14.5,14.5,14.50,1992,1992,1992.00
"(-84.25254, 161.39806)",1,13.2,13.2,13.20,1986,1986,1986.00
"(-72.78028, 75.30861)",1,1.57,1.57,1.57,2006,2006,2006.00
"(-84.25914, 161.37845)",1,15.4,15.4,15.40,1986,1986,1986.00
"(-76.28747, 156.43672)",1,14.9,14.9,14.90,1990,1990,1990.00
"(30.33333, -109.98333)",1,683000,683000,683000.00,1896,1896,1896.00
"(27.36056, 4.94472)",1,367,367,367.00,1993,1993,1993.00
"(-72.94083, 75.29583)",1,29.64,29.64,29.64,2006,2006,2006.00
"(-72.964722, 75.216389)",1,2.62,2.62,2.62,2006,2006,2006.00
"(-84.25315, 161.37159)",1,51.7,51.7,51.70,1987,1987,1987.00
"(-72.97611, 75.26694)",1,2.31,2.31,2.31,2003,2003,2003.00
"(-72.779444, 75.313333)",1,0.67,0.67,0.67,2006,2006,2006.00
"(27.41317, 16.2795)",1,196,196,196.00,2000,2000,2000.00
"(-72.9525, 160.5075)",1,0.7,0.7,0.70,2001,2001,2001.00
"(-76.28174, 156.46619)",1,38.7,38.7,38.70,1990,1990,1990.00
"(-76.27389, 156.50221)",1,93.6,93.6,93.60,1990,1990,1990.00
"(-76.30694, 157.19083)",1,146.6,146.6,146.60,1983,1983,1983.00
"(-76.02051, 155.73676)",1,29.3,29.3,29.30,1992,1992,1992.00
"(36.57, -101.19)",1,8580,8580,8580.00,1986,1986,1986.00
"(-76.26799, 156.50322)",1,19.6,19.6,19.60,1990,1990,1990.00
"(-84.2737, 161.69154)",1,9.3,9.3,9.30,1986,1986,1986.00
"(-84.35338, 161.35777)",1,309.7,309.7,309.70,1987,1987,1987.00
"(-76.68139, 159.34667)",1,515.5,515.5,515.50,1981,1981,1981.00
"(-84.25424, 161.36028)",1,24,24,24.00,1987,1987,1987.00
"(-72.782222, 75.301111)",1,225,225,225.00,2006,2006,2006.00
"(-73.11417, 75.16889)",1,1.91,1.91,1.91,2002,2002,2002.00
"(-76.28739, 156.48265)",1,26.6,26.6,26.60,1990,1990,1990.00
"(-72.95278, 160.46361)",1,4.7,4.7,4.70,2001,2001,2001.00
"(-76.28264, 156.49639)",1,49.8,49.8,49.80,1990,1990,1990.00
"(-84.24764, 161.38951)",1,4.2,4.2,4.20,1988,1988,1988.00
"(19.3, 54.66833)",1,394,394,394.00,2003,2003,2003.00
"(27.76383, 15.91083)",1,665,665,665.00,1998,1998,1998.00
"(18.9855, 54.62467)",1,1556,1556,1556.00,2000,2000,2000.00
"(-76.75729, 158.90418)",1,32.9,32.9,32.90,1984,1984,1984.00
"(-76.68611, 159.35056)",1,3,3,3.00,1981,1981,1981.00
"(19.77562, 56.64048)",1,141,141,141.00,2000,2000,2000.00
"(27.37083, 15.99133)",1,160,160,160.00,1998,1998,1998.00
"(19.04955, 55.5607)",1,387,387,387.00,2011,2011,2011.00
"(37.61667, -99.1)",1,1035,1035,1035.00,1937,1937,1937.00
"(-76.27432, 156.44064)",1,19.7,19.7,19.70,1990,1990,1990.00
"(-76.27124, 156.42934)",1,163.9,163.9,163.90,1990,1990,1990.00
"(27.143, 16.028)",1,541,541,541.00,1995,1995,1995.00
"(-76.28353, 156.44833)",1,33.4,33.4,33.40,1987,1987,1987.00
"(-72.95217, 160.52081)",1,2.65,2.65,2.65,2003,2003,2003.00
"(-76.31444, 157.21972)",1,60.8,60.8,60.80,1983,1983,1983.00
"(36.5, -104.2)",1,104800,104800,104800.00,1954,1954,1954.00
"(-84.29439, 161.31133)",1,101.8,101.8,101.80,1986,1986,1986.00
"(-72.99453, 160.39992)",1,0.46,0.46,0.46,2004,2004,2004.00
"(-76.29083, 157.3125)",1,46.7,46.7,46.70,1983,1983,1983.00
"(-30.45, 129.5)",1,379,379,379.00,1990,1990,1990.00
"(26.91028, 26.15167)",1,1450,1450,1450.00,1996,1996,1996.00
"(27.10683, 16.51617)",1,840,840,840.00,1996,1996,1996.00
"(27.30483, 16.30017)",1,957,957,957.00,1995,1995,1995.00
"(-76.32806, 157.20167)",1,29.1,29.1,29.10,1983,1983,1983.00
"(23.43333, -1.41667)",1,1250,1250,1250.00,1989,1989,1989.00
"(-34.31667, 149.38333)",1,5400,5400,5400.00,1912,1912,1912.00
"(-72.777778, 75.306111)",1,50.8,50.8,50.80,2006,2006,2006.00
"(-72.78639, 75.29333)",1,1.92,1.92,1.92,2006,2006,2006.00
"(-76.26754, 156.45027)",1,10.1,10.1,10.10,1990,1990,1990.00
"(24.47333, 23.04333)",1,344,344,344.00,1999,1999,1999.00
"(-84.274, 161.68216)",1,25.3,25.3,25.30,1986,1986,1986.00
"(19.9991, 56.41118)",1,25.7,25.7,25.70,2007,2007,2007.00
"(27.51111, 3.88444)",1,146,146,146.00,1991,1991,1991.00
"(-72.78361, 75.29639)",1,101.39,101.39,101.39,2003,2003,2003.00
"(19.83956, 55.76756)",1,16000,16000,16000.00,2009,2009,2009.00
"(28.44067, 12.88167)",1,140,140,140.00,2000,2000,2000.00
"(-84.27373, 161.6933)",1,24.2,24.2,24.20,1986,1986,1986.00
"(19.05667, 54.575)",1,716,716,716.00,2000,2000,2000.00
"(-84.26807, 161.39849)",1,65.6,65.6,65.60,1985,1985,1985.00
"(-76.73561, 159.37968)",1,36.3,36.3,36.30,1990,1990,1990.00
"(27.10383, 16.38867)",1,119,119,119.00,1997,1997,1997.00
"(19.72772, 55.72535)",1,16,16,16.00,2006,2006,2006.00
"(29.14233, 11.88317)",1,809,809,809.00,1997,1997,1997.00
"(27.13083, 16.13233)",1,3550,3550,3550.00,1996,1996,1996.00
"(-84.26618, 161.41493)",1,23.2,23.2,23.20,1988,1988,1988.00
"(-84.26731, 161.42471)",1,4.6,4.6,4.60,1986,1986,1986.00
"(-77.0238, 157.01072)",1,283.3,283.3,283.30,1984,1984,1984.00
"(-76.91608, 156.97014)",1,630.6,630.6,630.60,1984,1984,1984.00
"(27.52417, 3.79694)",1,117,117,117.00,1991,1991,1991.00
"(-84.26184, 161.35958)",1,6.9,6.9,6.90,1986,1986,1986.00
"(-72.95435, 160.44148)",1,1.7,1.7,1.70,1990,1990,1990.00
"(18.34867, 54.214)",1,995,995,995.00,2000,2000,2000.00
"(-84.27395, 161.68721)",1,25.6,25.6,25.60,1986,1986,1986.00
"(-76.27271, 156.447)",1,74,74,74.00,1990,1990,1990.00
"(28.60017, 12.91783)",1,262,262,262.00,1995,1995,1995.00
"(28.47883, 12.86367)",1,3263,3263,3263.00,2000,2000,2000.00
"(-72.978611, 75.264722)",1,9.13,9.13,9.13,2006,2006,2006.00
"(19.20517, 54.55767)",1,90,90,90.00,1999,1999,1999.00
"(-72.779167, 75.3025)",1,0.84,0.84,0.84,2006,2006,2006.00
"(28.63367, 12.724)",1,112,112,112.00,1994,1994,1994.00
"(-84.34525, 161.37866)",1,0.6,0.6,0.60,1987,1987,1987.00
"(-26.5, 141.08333)",1,5300,5300,5300.00,1960,1960,1960.00
"(-84.25477, 161.40453)",1,6.6,6.6,6.60,1986,1986,1986.00
"(-30.41667, 129.81667)",1,108,108,108.00,1991,1991,1991.00
"(-72.97861, 75.25917)",1,37.8,37.8,37.80,2003,2003,2003.00
"(-76.27285, 156.4512)",1,74.8,74.8,74.80,1990,1990,1990.00
"(-84.25265, 161.41543)",1,11.5,11.5,11.50,1988,1988,1988.00
"(-72.77861, 75.3178)",1,19.02,19.02,19.02,2006,2006,2006.00
"(18.265, 54.045)",1,1335,1335,1335.00,2000,2000,2000.00
"(-84.27605, 161.38788)",1,6.8,6.8,6.80,1985,1985,1985.00
"(-84.28246, 161.37748)",1,131.3,131.3,131.30,1988,1988,1988.00
"(28.78767, 12.87017)",1,569,569,569.00,1994,1994,1994.00
"(19.274778, 54.672972)",1,356,356,356.00,2005,2005,2005.00
"(-76.0233, 155.72747)",1,79.5,79.5,79.50,1992,1992,1992.00
"(26.919, 16.6775)",1,210,210,210.00,1998,1998,1998.00
"(-76.88435, 158.67508)",1,49.4,49.4,49.40,1984,1984,1984.00
"(19.7857, 56.4135)",1,254.4,254.4,254.40,2007,2007,2007.00
"(19.6865, 56.14503)",1,1323.9,1323.9,1323.90,2005,2005,2005.00
"(-76.27927, 156.42394)",1,44.3,44.3,44.30,1990,1990,1990.00
"(19.525, 55.18333)",1,17.7,17.7,17.70,2008,2008,2008.00
"(32.00584, -106.56028)",1,347.36,347.36,347.36,2011,2011,2011.00
"(-84.24221, 161.45957)",1,3.8,3.8,3.80,1988,1988,1988.00
"(-73.10389, 75.17)",1,1.33,1.33,1.33,2002,2002,2002.00
"(-33.0, 26.4)",1,603,603,603.00,1907,1907,1907.00
"(-30.0855, 126.90117)",1,0.4,0.4,0.40,1994,1994,1994.00
"(-76.65955, 159.31255)",1,20,20,20.00,1981,1981,1981.00
"(34.63432, -117.56217)",1,6.9,6.9,6.90,2010,2010,2010.00
"(-18.5, 16.0)",1,110700,110700,110700.00,1970,1970,1970.00
"(27.1275, 16.104)",1,3600,3600,3600.00,1996,1996,1996.00
"(-72.790278, 75.273056)",1,0.94,0.94,0.94,2006,2006,2006.00
"(-76.04682, 155.97254)",1,134.9,134.9,134.90,1992,1992,1992.00
"(-76.04157, 156.3003)",1,3.4,3.4,3.40,1992,1992,1992.00
"(18.63775, 54.73005)",1,641,641,641.00,2000,2000,2000.00
"(-72.77528, 75.32472)",1,26.72,26.72,26.72,2003,2003,2003.00
"(-72.94167, 75.29194)",1,58.5,58.5,58.50,2003,2003,2003.00
"(-76.27409, 156.4311)",1,50.1,50.1,50.10,1990,1990,1990.00
"(32.891, 9.913)",1,25.6,25.6,25.60,2012,2012,2012.00
"(-72.77889, 75.3156)",1,19.18,19.18,19.18,2006,2006,2006.00
"(27.13533, 16.052)",1,269,269,269.00,1996,1996,1996.00
"(-72.979167, 75.261667)",1,2.18,2.18,2.18,2006,2006,2006.00
"(-72.77417, 75.33889)",1,115.9,115.9,115.90,2003,2003,2003.00
"(19.28583, 54.7375)",1,76,76,76.00,2006,2006,2006.00
"(-76.26602, 156.45993)",1,8,8,8.00,1990,1990,1990.00
"(19.25317, 54.83617)",1,165.3,165.3,165.30,2004,2004,2004.00
"(-76.69389, 159.39194)",1,20.7,20.7,20.70,1981,1981,1981.00
"(30.55, -4.9)",1,82,82,82.00,2000,2000,2000.00
"(18.95167, 54.28117)",1,996,996,996.00,2004,2004,2004.00
"(-72.95281, 160.44414)",1,352.2,352.2,352.20,2003,2003,2003.00
"(-76.02017, 155.99339)",1,61.7,61.7,61.70,1992,1992,1992.00
"(-72.77833, 75.31556)",1,77.83,77.83,77.83,2006,2006,2006.00
"(35.07667, -116.74667)",1,392.8,392.8,392.80,1999,1999,1999.00
"(18.7865, 54.2505)",1,6574.4,6574.4,6574.40,2001,2001,2001.00
"(-76.29944, 157.21694)",1,1213.2,1213.2,1213.20,1983,1983,1983.00
"(-72.77778, 75.30889)",1,1.31,1.31,1.31,2006,2006,2006.00
"(18.8473, 54.53538)",1,295,295,295.00,2000,2000,2000.00
"(19.15867, 54.731)",1,10083,10083,10083.00,1999,1999,1999.00
"(-84.29822, 161.29944)",1,134.2,134.2,134.20,1986,1986,1986.00
"(-30.16667, 126.08333)",1,42.94,42.94,42.94,1992,1992,1992.00
"(27.1835, 16.30167)",1,33,33,33.00,1997,1997,1997.00
"(-84.27834, 161.42372)",1,1.4,1.4,1.40,1988,1988,1988.00
"(19.2743, 55.75713)",1,159.2,159.2,159.20,2003,2003,2003.00
"(18.7385, 54.26783)",1,598,598,598.00,2000,2000,2000.00
"(-31.4875, 122.12389)",1,9056,9056,9056.00,1946,1946,1946.00
"(-76.10634, 155.98465)",1,49.3,49.3,49.30,1992,1992,1992.00
"(19.78573, 56.42622)",1,63.8,63.8,63.80,2007,2007,2007.00
"(-72.773056, 75.340556)",1,8,8,8.00,2003,2003,2003.00
"(-72.98778, 160.42167)",1,297.8,297.8,297.80,1999,1999,1999.00
"(26.96667, 4.45)",1,896,896,896.00,1990,1990,1990.00
"(-37.55, -60.15)",1,6100,6100,6100.00,1938,1938,1938.00
"(-76.27595, 156.46986)",1,11.9,11.9,11.90,1990,1990,1990.00
"(19.3467, 56.14912)",1,79.84,79.84,79.84,2001,2001,2001.00
"(-76.28208, 156.4495)",1,3.2,3.2,3.20,1990,1990,1990.00
"(-72.94583, 75.26667)",1,30.9,30.9,30.90,2003,2003,2003.00
"(27.13333, 16.46667)",1,26,26,26.00,2000,2000,2000.00
"(-72.994444, 75.216667)",1,7.22,7.22,7.22,2006,2006,2006.00
"(-30.53367, 129.42417)",1,333,333,333.00,1991,1991,1991.00
"(18.88306, 54.46583)",1,146,146,146.00,2000,2000,2000.00
"(27.58333, 4.25)",1,112,112,112.00,1989,1989,1989.00
"(-84.24971, 161.38443)",1,5.8,5.8,5.80,1986,1986,1986.00
"(19.39833, 54.56333)",1,21.6,21.6,21.60,2003,2003,2003.00
"(-72.94333, 75.27167)",1,47.17,47.17,47.17,2003,2003,2003.00
"(32.7, -101.6)",1,4650,4650,4650.00,1948,1948,1948.00
"(53.0, -112.0)",1,175000,175000,175000.00,1869,1869,1869.00
"(19.37243, 54.52335)",1,184.3,184.3,184.30,2011,2011,2011.00
"(31.66667, -4.06667)",1,195,195,195.00,2000,2000,2000.00
"(-72.998611, 75.236111)",1,2.43,2.43,2.43,2006,2006,2006.00
"(18.99865, 54.39382)",1,402.4,402.4,402.40,2008,2008,2008.00
"(27.01867, 16.32033)",1,101,101,101.00,1997,1997,1997.00
"(-76.6726, 159.2767)",1,28.5,28.5,28.50,1981,1981,1981.00
"(-76.69837, 159.38364)",1,18.3,18.3,18.30,1985,1985,1985.00
"(27.55972, 4.01028)",1,74,74,74.00,1992,1992,1992.00
"(-73.0775, 75.27528)",1,3.6,3.6,3.60,2002,2002,2002.00
"(27.35167, 16.23567)",1,233,233,233.00,1998,1998,1998.00
"(19.77278, 56.38982)",1,212,212,212.00,2012,2012,2012.00
"(-72.774722, 75.330833)",1,2.44,2.44,2.44,2003,2003,2003.00
"(-72.77361, 75.32306)",1,44.5,44.5,44.50,2003,2003,2003.00
"(29.00833, -97.70556)",1,3770,3770,3770.00,1981,1981,1981.00
"(-72.77722, 75.33917)",1,0.63,0.63,0.63,2003,2003,2003.00
"(-76.28863, 156.43207)",1,8.9,8.9,8.90,1990,1990,1990.00
"(19.06833, 54.78)",1,381,381,381.00,2002,2002,2002.00
"(19.325, 54.78167)",1,21.7,21.7,21.70,2003,2003,2003.00
"(19.20333, 55.35002)",1,39.4,39.4,39.40,2011,2011,2011.00
"(-72.95333, 160.52222)",1,1.9,1.9,1.90,1997,1997,1997.00
"(27.19117, 16.27767)",1,145,145,145.00,1996,1996,1996.00
"(-76.84829, 156.43594)",1,325.7,325.7,325.70,1985,1985,1985.00
"(28.81267, 13.42267)",1,398,398,398.00,1995,1995,1995.00
"(-72.9625, 75.225833)",1,0.7,0.7,0.70,2003,2003,2003.00
"(-76.32, 157.2575)",1,72.2,72.2,72.20,1984,1984,1984.00
"(26.74853, -12.70978)",1,606,606,606.00,2010,2010,2010.00
"(35.58333, -82.35)",1,800,800,800.00,1839,1839,1839.00
"(-72.99056, 160.40611)",1,5.5,5.5,5.50,2001,2001,2001.00
"(-84.25699, 161.41762)",1,7,7,7.00,1986,1986,1986.00
"(27.58333, 4.08333)",1,106,106,106.00,1990,1990,1990.00
"(-84.27389, 161.68425)",1,18,18,18.00,1986,1986,1986.00
"(19.32667, 54.78833)",1,81.3,81.3,81.30,2002,2002,2002.00
"(27.59917, 16.00233)",1,65,65,65.00,1998,1998,1998.00
"(-84.25424, 161.39722)",1,22,22,22.00,1986,1986,1986.00
"(19.15367, 54.85367)",1,135,135,135.00,1999,1999,1999.00
"(29.60028, 12.23889)",1,242,242,242.00,1986,1986,1986.00
"(-84.25719, 161.35229)",1,33.7,33.7,33.70,1986,1986,1986.00
"(19.9576, 56.06062)",1,109.5,109.5,109.50,2009,2009,2009.00
"(19.21667, 54.65667)",1,114,114,114.00,2002,2002,2002.00
"(-76.26609, 156.40925)",1,45,45,45.00,1990,1990,1990.00
"(-76.70417, 159.3975)",1,82.2,82.2,82.20,1981,1981,1981.00
"(-76.05224, 156.43364)",1,23.9,23.9,23.90,1987,1987,1987.00
"(38.64167, -98.88333)",1,23900,23900,23900.00,1971,1971,1971.00
"(18.32833, 54.15167)",1,50,50,50.00,2001,2001,2001.00
