"geolocation","count_total","max_mass","min_mass","avg_mass","max_year","min_year","avg_year"
"(-1.45, 29.83333)",1,465.5,465.5,465.50,1976,1976,1976.00
"(27.72528, 76.465)",1,10200,10200,10200.00,1986,1986,1986.00
"(-21.73333, 165.9)",1,347,347,347.00,1936,1936,1936.00
"(44.86667, 10.05)",1,1676,1676,1676.00,1808,1808,1808.00
"(50.78333, 4.76667)",1,14500,14500,14500.00,1863,1863,1863.00
"(-21.46028, -49.95083)",1,9330,9330,9330.00,1952,1952,1952.00
"(-27.2, 31.31667)",1,3230,3230,3230.00,1970,1970,1970.00
"(25.93333, 84.28333)",1,1710.5,1710.5,1710.50,1916,1916,1916.00
"(15.0, 48.3)",1,2000,2000,2000.00,1980,1980,1980.00
"(51.33333, 33.88333)",1,614,614,614.00,1823,1823,1823.00
"(-1.21667, 30.0)",1,4975,4975,4975.00,1942,1942,1942.00
"(38.18333, 15.56667)",1,2405,2405,2405.00,1955,1955,1955.00
"(35.5, 115.41667)",1,100000,100000,100000.00,1997,1997,1997.00
"(46.95, -1.5)",1,5500,5500,5500.00,1841,1841,1841.00
"(45.46667, 10.0)",1,11800,11800,11800.00,1856,1856,1856.00
"(9.6, 9.91667)",1,480,480,480.00,1947,1947,1947.00
"(26.53333, 106.46667)",1,2600,2600,2600.00,1976,1976,1976.00
"(39.3, 9.2)",1,2000,2000,2000.00,1956,1956,1956.00
"(-29.33333, 27.58333)",1,45300,45300,45300.00,2002,2002,2002.00
"(45.41667, -98.31667)",1,21000,21000,21000.00,1892,1892,1892.00
"(55.5, 66.08333)",1,3393,3393,3393.00,1933,1933,1933.00
"(44.85, 11.4)",1,15000,15000,15000.00,1910,1910,1910.00
"(51.33333, 28.83333)",1,NULL,NULL,NULL,1775,1775,1775.00
"(56.21667, 13.03333)",1,11000,11000,11000.00,1889,1889,1889.00
"(-37.33333, -61.53333)",1,2000,2000,2000.00,1924,1924,1924.00
"(43.4, -5.86667)",1,205,205,205.00,1856,1856,1856.00
"(23.1, 87.43333)",1,2437,2437,2437.00,1906,1906,1906.00
"(39.35, -3.51667)",1,500,500,500.00,2007,2007,2007.00
"(15.71667, 108.1)",1,11000,11000,11000.00,1941,1941,1941.00
"(49.26667, 18.71667)",1,10500,10500,10500.00,1837,1837,1837.00
"(45.25, 125.0)",1,36900,36900,36900.00,1993,1993,1993.00
"(33.18333, 130.2)",1,11620,11620,11620.00,1882,1882,1882.00
"(9.06667, 38.41667)",1,1415,1415,1415.00,1923,1923,1923.00
"(23.98333, 87.08333)",1,290.4,290.4,290.40,1917,1917,1917.00
"(46.93333, 7.21667)",1,76.5,76.5,76.50,1926,1926,1926.00
"(32.1, 71.8)",1,4239,4239,4239.00,1919,1919,1919.00
"(50.28333, 27.68333)",1,3867,3867,3867.00,1818,1818,1818.00
"(42.9075, -90.36556)",1,3584,3584,3584.00,2010,2010,2010.00
"(26.71667, 82.66667)",1,350,350,350.00,1866,1866,1866.00
"(12.85, 11.03333)",1,4162,4162,4162.00,1984,1984,1984.00
"(18.68333, 83.48333)",1,4500,4500,4500.00,1870,1870,1870.00
"(44.5, 0.15)",1,3000,3000,3000.00,1848,1848,1848.00
"(35.8, -84.1)",1,1443,1443,1443.00,1983,1983,1983.00
"(26.71667, 84.21667)",1,7235,7235,7235.00,1865,1865,1865.00
"(46.0, 13.5)",1,1230,1230,1230.00,1908,1908,1908.00
"(12.85, 76.8)",1,680,680,680.00,1876,1876,1876.00
"(32.11667, 121.8)",1,529,529,529.00,1984,1984,1984.00
"(52.56528, -1.33972)",1,44000,44000,44000.00,1965,1965,1965.00
"(19.0, 97.0)",1,540,540,540.00,1937,1937,1937.00
"(15.36667, 35.68333)",1,12000,12000,12000.00,1994,1994,1994.00
"(-27.25, -67.5)",1,31,31,31.00,1953,1953,1953.00
"(52.45, 51.56667)",1,800,800,800.00,1938,1938,1938.00
"(-6.95, 108.1)",1,1600,1600,1600.00,1979,1979,1979.00
"(39.8, 16.2)",1,15000,15000,15000.00,1583,1583,1583.00
"(-6.91667, 107.6)",1,11500,11500,11500.00,1871,1871,1871.00
"(36.75, -93.5)",1,611,611,611.00,1916,1916,1916.00
"(33.65, 120.06667)",1,605,605,605.00,1976,1976,1976.00
"(-32.5, 23.0)",1,2200,2200,2200.00,1880,1880,1880.00
"(46.81867, 7.21817)",1,28.9,28.9,28.90,1903,1903,1903.00
"(25.1, 81.53333)",1,9700,9700,9700.00,1910,1910,1910.00
"(47.11667, 6.15)",1,6000,6000,6000.00,1868,1868,1868.00
"(47.525, 10.80833)",1,6189,6189,6189.00,2002,2002,2002.00
"(31.31667, 30.35)",1,10000,10000,10000.00,1911,1911,1911.00
"(-19.85, -47.55)",1,20350,20350,20350.00,1965,1965,1965.00
"(35.33333, 51.63333)",1,54000,54000,54000.00,1880,1880,1880.00
"(-20.85001, -41.73356)",1,2500,2500,2500.00,2010,2010,2010.00
"(52.0, 19.91667)",1,59000,59000,59000.00,1935,1935,1935.00
"(43.76111, -84.50778)",1,469,469,469.00,1994,1994,1994.00
"(12.28333, 79.2)",1,4500,4500,4500.00,1886,1886,1886.00
"(43.18111, 13.75333)",1,10200,10200,10200.00,1996,1996,1996.00
"(48.35, 3.25)",1,125,125,125.00,1857,1857,1857.00
"(48.41667, 43.2)",1,8000,8000,8000.00,1843,1843,1843.00
"(41.48472, -87.67917)",1,18000,18000,18000.00,2003,2003,2003.00
"(52.11667, 5.18333)",1,9700,9700,9700.00,1843,1843,1843.00
"(-33.16667, -64.95)",1,780,780,780.00,1902,1902,1902.00
"(41.7, -72.65)",1,350,350,350.00,1971,1971,1971.00
"(32.1025, -81.87278)",1,1455,1455,1455.00,1984,1984,1984.00
"(35.2, 118.8)",1,950,950,950.00,1976,1976,1976.00
"(38.0, 35.0)",1,NULL,NULL,NULL,1949,1949,1949.00
"(32.675, -94.51167)",1,8360,8360,8360.00,1961,1961,1961.00
"(39.0, -0.66667)",1,10750,10750,10750.00,1898,1898,1898.00
"(44.08333, -69.48333)",1,2300,2300,2300.00,1823,1823,1823.00
"(56.5, 21.5)",1,10250,10250,10250.00,1864,1864,1864.00
"(23.05, 72.63333)",1,NULL,NULL,NULL,1842,1842,1842.00
"(43.15, -0.85)",1,4000,4000,4000.00,1868,1868,1868.00
"(43.2, -79.61667)",1,215,215,215.00,2009,2009,2009.00
"(23.36667, 75.18333)",1,560,560,560.00,1863,1863,1863.00
"(36.16667, -87.33333)",1,4300,4300,4300.00,1835,1835,1835.00
"(55.3, 25.0)",1,44100,44100,44100.00,1933,1933,1933.00
"(22.83333, 4.98333)",1,150,150,150.00,1947,1947,1947.00
"(56.63333, 39.43333)",1,66000,66000,66000.00,1933,1933,1933.00
"(26.45, 82.9)",1,3766,3766,3766.00,1940,1940,1940.00
"(-23.11667, -65.1)",1,1430,1430,1430.00,1988,1988,1988.00
"(36.78333, -78.08333)",1,6067,6067,6067.00,1924,1924,1924.00
"(45.26667, 10.15)",1,228000,228000,228000.00,1883,1883,1883.00
"(14.88333, 75.6)",1,1800,1800,1800.00,1848,1848,1848.00
"(43.73333, 1.38333)",1,14000,14000,14000.00,1914,1914,1914.00
"(54.13667, -0.41333)",1,25000,25000,25000.00,1795,1795,1795.00
"(-6.73333, 111.36667)",1,10000,10000,10000.00,1919,1919,1919.00
"(23.15, 91.18333)",1,37350,37350,37350.00,1935,1935,1935.00
"(35.61667, 8.83333)",1,18000,18000,18000.00,1981,1981,1981.00
"(21.83333, 111.83333)",1,20000,20000,20000.00,1954,1954,1954.00
"(44.65, 11.01667)",1,2000,2000,2000.00,1766,1766,1766.00
"(23.08333, 91.66667)",1,478,478,478.00,1999,1999,1999.00
"(23.325, 91.0)",1,23474,23474,23474.00,1935,1935,1935.00
"(34.5, -88.66667)",1,345,345,345.00,1922,1922,1922.00
"(16.83333, 80.75)",1,1303.8,1303.8,1303.80,1997,1997,1997.00
"(-33.75, 18.56667)",1,1000,1000,1000.00,1906,1906,1906.00
"(-27.7, 27.3)",1,3650,3650,3650.00,1877,1877,1877.00
"(25.45, 70.0)",1,594,594,594.00,1915,1915,1915.00
"(33.18836, -86.2945)",1,5560,5560,5560.00,1954,1954,1954.00
"(53.53333, -7.33333)",1,NULL,NULL,NULL,1779,1779,1779.00
"(38.11667, -1.16667)",1,144000,144000,144000.00,1858,1858,1858.00
"(47.16667, 0.43333)",1,3000,3000,3000.00,1845,1845,1845.00
"(21.16667, -100.86667)",1,1200,1200,1200.00,1844,1844,1844.00
"(-6.83333, 29.5)",1,950,950,950.00,1951,1951,1951.00
"(51.15, 31.7)",1,2250,2250,2250.00,1938,1938,1938.00
"(12.91667, 11.91667)",1,725,725,725.00,1950,1950,1950.00
"(17.17493, -11.34133)",1,3599,3599,3599.00,2011,2011,2011.00
"(4.66667, 29.25)",1,3200,3200,3200.00,1941,1941,1941.00
"(56.18333, 10.23333)",1,720,720,720.00,1951,1951,1951.00
"(44.38333, -68.75)",1,94,94,94.00,1848,1848,1848.00
"(40.5, -80.08333)",1,762,762,762.00,1886,1886,1886.00
"(13.78333, 78.56667)",1,28,28,28.00,1814,1814,1814.00
"(36.06333, 140.145)",1,800,800,800.00,1996,1996,1996.00
"(55.66667, 25.0)",1,3858,3858,3858.00,1929,1929,1929.00
"(39.35, -100.45)",1,266.1,266.1,266.10,1963,1963,1963.00
"(24.5, 90.21667)",1,4703,4703,4703.00,1924,1924,1924.00
"(1.16667, 44.16667)",1,20000,20000,20000.00,1889,1889,1889.00
"(-19.81667, -48.78333)",1,40000,40000,40000.00,1903,1903,1903.00
"(48.15, 24.28333)",1,7000,7000,7000.00,1852,1852,1852.00
"(34.71667, 137.78333)",1,695,695,695.00,1688,1688,1688.00
"(20.96667, 76.1)",1,50,50,50.00,1843,1843,1843.00
"(0.26667, 36.53333)",1,67,67,67.00,1934,1934,1934.00
"(52.0, 9.1)",1,17,17,17.00,1886,1886,1886.00
"(31.95, -83.51667)",1,3760,3760,3760.00,1921,1921,1921.00
"(39.77978, 64.60035)",1,5300,5300,5300.00,2001,2001,2001.00
"(8.06667, 124.28333)",1,2130,2130,2130.00,1938,1938,1938.00
"(20.33916, 73.22329)",1,1600,1600,1600.00,2004,2004,2004.00
"(35.08333, 135.2)",1,4742,4742,4742.00,1904,1904,1904.00
"(29.45, -96.0)",1,6937,6937,6937.00,1939,1939,1939.00
"(35.03333, -81.88333)",1,8400,8400,8400.00,1933,1933,1933.00
"(26.96667, -105.31667)",1,2000000,2000000,2000000.00,1969,1969,1969.00
"(50.95, 31.81667)",1,9251,9251,9251.00,1900,1900,1900.00
"(25.14333, 75.81333)",1,6800,6800,6800.00,2006,2006,2006.00
"(26.75, 84.78333)",1,6930,6930,6930.00,1853,1853,1853.00
"(28.01667, 75.81667)",1,100,100,100.00,1867,1867,1867.00
"(24.68333, -101.68333)",1,4000,4000,4000.00,1885,1885,1885.00
"(46.21667, 5.0)",1,14000,14000,14000.00,1753,1753,1753.00
"(55.0, 35.0)",1,2750,2750,2750.00,1818,1818,1818.00
"(38.5, 27.0)",1,8,8,8.00,1902,1902,1902.00
"(46.23333, 17.53333)",1,224.2,224.2,224.20,1944,1944,1944.00
"(-7.75, 111.53333)",1,400,400,400.00,1935,1935,1935.00
"(56.8, 77.0)",1,845.2,845.2,845.20,1906,1906,1906.00
"(44.41667, 23.5)",1,958,958,958.00,1927,1927,1927.00
"(-7.25, 107.7)",1,1303,1303,1303.00,1939,1939,1939.00
"(-7.45, 111.41667)",1,1393,1393,1393.00,1883,1883,1883.00
"(34.45, 132.38333)",1,414,414,414.00,2003,2003,2003.00
"(32.86667, 10.8)",1,19000,19000,19000.00,2001,2001,2001.00
"(36.21667, -92.26667)",1,1050,1050,1050.00,1918,1918,1918.00
"(35.43333, 136.23333)",1,905,905,905.00,1918,1918,1918.00
"(52.66667, -6.96667)",1,271.4,271.4,271.40,1999,1999,1999.00
"(20.4625, 86.70278)",1,6669.2,6669.2,6669.20,2003,2003,2003.00
"(52.996, -109.84817)",1,41000,41000,41000.00,2008,2008,2008.00
"(12.73333, 15.05)",1,3950,3950,3950.00,1961,1961,1961.00
"(51.65, -1.51667)",1,29000,29000,29000.00,1628,1628,1628.00
"(28.95, 0.81667)",1,1250,1250,1250.00,1890,1890,1890.00
"(50.58333, 11.1)",1,870,870,870.00,1897,1897,1897.00
"(34.48333, -87.83333)",1,650,650,650.00,1868,1868,1868.00
"(48.76667, 0.63333)",1,37000,37000,37000.00,1803,1803,1803.00
"(44.51667, 39.3)",1,23,23,23.00,1977,1977,1977.00
"(32.33333, 120.66667)",1,5500,5500,5500.00,1952,1952,1952.00
"(46.16, 134.65333)",1,23000000,23000000,23000000.00,1947,1947,1947.00
"(9.5, 31.75)",1,2000,2000,2000.00,1970,1970,1970.00
"(47.88333, 22.03333)",1,3750,3750,3750.00,1900,1900,1900.00
"(21.86667, 76.03333)",1,212.5,212.5,212.50,1910,1910,1910.00
"(19.25, 77.0)",1,17000,17000,17000.00,1928,1928,1928.00
"(54.66667, -7.66667)",1,140,140,140.00,1844,1844,1844.00
"(25.8, 88.45)",1,842,842,842.00,1882,1882,1882.00
"(50.3, 8.91667)",1,112,112,112.00,1877,1877,1877.00
"(30.7, -96.11667)",1,2085,2085,2085.00,1930,1930,1930.00
"(39.08333, -89.15)",1,1770.5,1770.5,1770.50,1938,1938,1938.00
"(39.75, 46.66667)",1,27000,27000,27000.00,1891,1891,1891.00
"(50.625, 35.075)",1,1500,1500,1500.00,1787,1787,1787.00
"(45.82133, 6.01533)",1,252,252,252.00,2002,2002,2002.00
"(30.125, -103.11667)",1,70000,70000,70000.00,1946,1946,1946.00
"(58.2, 82.93333)",1,3973,3973,3973.00,1936,1936,1936.00
"(52.03333, 20.93583)",1,15500,15500,15500.00,1994,1994,1994.00
"(61.3, 12.3)",1,640,640,640.00,1927,1927,1927.00
"(46.25, -1.1)",1,1500,1500,1500.00,1837,1837,1837.00
"(55.46667, 35.86667)",1,500,500,500.00,1812,1812,1812.00
"(53.7, 30.1)",1,6000,6000,6000.00,1964,1964,1964.00
"(53.58333, -2.71667)",1,15000,15000,15000.00,1914,1914,1914.00
"(28.71667, 116.61667)",1,4800,4800,4800.00,1931,1931,1931.00
"(26.78333, 82.71667)",1,900,900,900.00,1955,1955,1955.00
"(44.61667, 126.13333)",1,17450,17450,17450.00,1990,1990,1990.00
"(-15.21222, 35.24222)",1,93200,93200,93200.00,1981,1981,1981.00
"(47.7, 1.06667)",1,51700,51700,51700.00,1872,1872,1872.00
"(42.91667, 102.46667)",1,250,250,250.00,1933,1933,1933.00
"(42.3, 0.55)",1,400,400,400.00,1871,1871,1871.00
"(16.0, 36.0)",1,3200,3200,3200.00,1932,1932,1932.00
"(19.08333, 8.38333)",1,24000,24000,24000.00,1925,1925,1925.00
"(52.28333, 8.05)",1,1400,1400,1400.00,1927,1927,1927.00
"(27.66667, 95.78333)",1,70500,70500,70500.00,2007,2007,2007.00
"(38.7, -90.23333)",1,1000,1000,1000.00,1950,1950,1950.00
"(49.6, 18.53333)",1,633,633,633.00,2000,2000,2000.00
"(19.96722, -103.05167)",1,5000,5000,5000.00,1993,1993,1993.00
"(21.68389, 79.50083)",1,20000,20000,20000.00,1966,1966,1966.00
"(37.1, 118.4)",1,1900,1900,1900.00,1980,1980,1980.00
"(44.21667, 0.61667)",1,30000,30000,30000.00,1814,1814,1814.00
"(43.88333, 1.38333)",1,14000,14000,14000.00,1864,1864,1864.00
"(33.13333, 115.16667)",1,14250,14250,14250.00,1987,1987,1987.00
"(45.48333, 9.51667)",1,103.3,103.3,103.30,1490,1490,1490.00
"(50.66694, 8.18361)",1,1500,1500,1500.00,1956,1956,1956.00
"(31.6, 65.78333)",1,299,299,299.00,1959,1959,1959.00
"(51.68333, 30.78333)",1,5000,5000,5000.00,1995,1995,1995.00
"(31.805, -97.01)",1,9500,9500,9500.00,2009,2009,2009.00
"(49.86667, 30.83333)",1,1900,1900,1900.00,1908,1908,1908.00
"(46.71667, 23.5)",1,21000,21000,21000.00,1937,1937,1937.00
"(54.4, 10.15)",1,737.6,737.6,737.60,1962,1962,1962.00
"(32.23333, 76.46667)",1,32000,32000,32000.00,1860,1860,1860.00
"(45.13333, 21.66667)",1,577,577,577.00,1858,1858,1858.00
"(28.225, 70.2)",1,67225,67225,67225.00,1983,1983,1983.00
"(55.43333, 53.25)",1,200000,200000,200000.00,1937,1937,1937.00
"(38.0, -0.83333)",1,25,25,25.00,1894,1894,1894.00
"(26.98333, 78.21667)",1,20,20,20.00,1875,1875,1875.00
"(27.66667, 78.25)",1,6400,6400,6400.00,1895,1895,1895.00
"(21.66667, -103.36667)",1,30000,30000,30000.00,1975,1975,1975.00
"(30.3, 76.63333)",1,13200,13200,13200.00,1815,1815,1815.00
"(-29.46667, 151.61667)",1,127,127,127.00,1900,1900,1900.00
"(42.45833, 18.44167)",1,1900,1900,1900.00,1951,1951,1951.00
"(41.28333, -73.91667)",1,12570,12570,12570.00,1992,1992,1992.00
"(26.46469, 106.63241)",1,1600,1600,1600.00,2010,2010,2010.00
"(19.38333, 43.73333)",1,2500,2500,2500.00,1967,1967,1967.00
"(27.08333, 84.08333)",1,29000,29000,29000.00,1861,1861,1861.00
"(58.85, 16.73333)",1,2300,2300,2300.00,1947,1947,1947.00
"(39.56667, -2.1)",1,40000,40000,40000.00,1929,1929,1929.00
"(-3.5, 35.58333)",1,2220,2220,2220.00,1963,1963,1963.00
"(31.41667, 118.5)",1,665,665,665.00,1933,1933,1933.00
"(26.8, 82.53333)",1,1000,1000,1000.00,1878,1878,1878.00
"(33.43333, 127.26667)",1,2117,2117,2117.00,1943,1943,1943.00
"(24.45, 78.56667)",1,372,372,372.00,1887,1887,1887.00
"(38.18333, -5.4)",1,5850,5850,5850.00,1926,1926,1926.00
"(43.35, 11.5)",1,NULL,NULL,NULL,1791,1791,1791.00
"(43.86667, 5.38333)",1,3200,3200,3200.00,1803,1803,1803.00
"(40.81056, 140.78556)",1,320,320,320.00,1984,1984,1984.00
"(-29.2, -51.86667)",1,400,400,400.00,1873,1873,1873.00
"(27.88333, 68.53333)",1,380,380,380.00,1917,1917,1917.00
"(44.6, 5.13333)",1,1300,1300,1300.00,1875,1875,1875.00
"(45.96861, -72.97806)",1,25400,25400,25400.00,1994,1994,1994.00
"(23.69639, -5.01472)",1,100000,100000,100000.00,2007,2007,2007.00
"(48.11667, -3.08333)",1,80000,80000,80000.00,1869,1869,1869.00
"(-23.38333, 150.51667)",1,1641,1641,1641.00,1895,1895,1895.00
"(21.95, 78.03333)",1,8600,8600,8600.00,1894,1894,1894.00
"(32.95, 10.41667)",1,12000,12000,12000.00,1931,1931,1931.00
"(43.58333, -89.6)",1,772,772,772.00,1911,1911,1911.00
"(26.58333, 85.56667)",1,2700,2700,2700.00,1880,1880,1880.00
"(50.2, 30.25)",1,2568,2568,2568.00,1955,1955,1955.00
"(32.33333, 114.31667)",1,75500,75500,75500.00,1977,1977,1977.00
"(-19.53333, -48.56667)",1,2121,2121,2121.00,1950,1950,1950.00
"(29.48333, 75.5)",1,12000,12000,12000.00,1834,1834,1834.00
"(52.45, 78.63333)",1,3996,3996,3996.00,1935,1935,1935.00
"(31.47556, 113.56694)",1,23000,23000,23000.00,1945,1945,1945.00
"(45.29167, 11.52722)",1,177,177,177.00,1971,1971,1971.00
"(-29.45, 26.76667)",1,807,807,807.00,1933,1933,1933.00
"(13.85, -4.38333)",1,37500,37500,37500.00,1900,1900,1900.00
"(-1.87089, -79.95756)",1,6580,6580,6580.00,2008,2008,2008.00
"(32.79732, 21.78713)",1,4000,4000,4000.00,2006,2006,2006.00
"(47.85, 0.48333)",1,3500,3500,3500.00,1768,1768,1768.00
"(38.66667, 116.13333)",1,355,355,355.00,1916,1916,1916.00
"(52.2, 6.86667)",1,670,670,670.00,1990,1990,1990.00
"(52.55, 46.55)",1,200000,200000,200000.00,1918,1918,1918.00
"(42.51667, 12.51667)",1,NULL,NULL,NULL,920,920,920.00
"(51.66667, 9.25)",1,117.8,117.8,117.80,1953,1953,1953.00
"(61.18333, 22.68333)",1,14000,14000,14000.00,1901,1901,1901.00
"(36.48333, -90.66667)",1,3500,3500,3500.00,1924,1924,1924.00
"(20.93333, -101.38333)",1,1710,1710,1710.00,1995,1995,1995.00
"(43.48333, 118.61667)",1,18000,18000,18000.00,1914,1914,1914.00
"(40.93333, -79.73333)",1,303,303,303.00,1938,1938,1938.00
"(-31.18333, -57.95)",1,3050,3050,3050.00,1928,1928,1928.00
"(49.78333, 30.16667)",1,1850,1850,1850.00,1796,1796,1796.00
"(34.8, 111.7)",1,1100,1100,1100.00,1980,1980,1980.00
"(41.266667, -73.266667)",1,150000,150000,150000.00,1807,1807,1807.00
"(66.13889, 124.76667)",1,113.4,113.4,113.40,1986,1986,1986.00
"(49.66667, 14.03333)",1,5555,5555,5555.00,1959,1959,1959.00
"(45.34583, -92.05167)",1,89.3,89.3,89.30,1996,1996,1996.00
"(34.5, 133.75)",1,600,600,600.00,1916,1916,1916.00
"(49.98333, 7.53333)",1,1222,1222,1222.00,1920,1920,1920.00
"(20.16667, -105.21667)",1,900,900,900.00,1879,1879,1879.00
"(-19.13333, -51.66667)",1,100000,100000,100000.00,1956,1956,1956.00
"(48.53333, -0.86667)",1,780,780,780.00,1845,1845,1845.00
"(44.9, -90.28333)",1,104000,104000,104000.00,1917,1917,1917.00
"(38.47028, -105.24139)",1,1400,1400,1400.00,1973,1973,1973.00
"(22.37778, 71.42722)",1,45000,45000,45000.00,1976,1976,1976.00
"(34.9, -110.18333)",1,220000,220000,220000.00,1912,1912,1912.00
"(12.38333, 78.51667)",1,350,350,350.00,1890,1890,1890.00
"(13.05, 3.16667)",1,1250,1250,1250.00,1962,1962,1962.00
"(-19.46667, -44.21667)",1,350,350,350.00,1908,1908,1908.00
"(41.63333, 0.75)",1,5000,5000,5000.00,1851,1851,1851.00
"(-26.66667, -65.45)",1,5000,5000,5000.00,1957,1957,1957.00
"(33.725, 130.75)",1,472,472,472.00,860,860,860.00
"(54.56667, -1.16667)",1,1600,1600,1600.00,1881,1881,1881.00
"(29.68333, 78.38333)",1,5,5,5.00,1860,1860,1860.00
"(28.78333, 78.83333)",1,70,70,70.00,1808,1808,1808.00
"(13.48333, 74.78333)",1,3600,3600,3600.00,1866,1866,1866.00
"(13.71111, 45.17)",1,5700,5700,5700.00,2000,2000,2000.00
"(-32.36667, -59.83333)",1,4000,4000,4000.00,1879,1879,1879.00
"(48.11667, 10.46667)",1,8000,8000,8000.00,1846,1846,1846.00
"(26.66667, 50.15)",1,6.1,6.1,6.10,1961,1961,1961.00
"(35.53333, 136.88333)",1,14290,14290,14290.00,1909,1909,1909.00
"(33.75, 51.5)",1,2700,2700,2700.00,1974,1974,1974.00
"(-7.21667, 29.43333)",1,NULL,NULL,NULL,1951,1951,1951.00
"(35.88333, -99.33333)",1,51500,51500,51500.00,1943,1943,1943.00
"(48.06667, 30.96667)",1,8000,8000,8000.00,1889,1889,1889.00
"(-7.71667, 111.2)",1,32490,32490,32490.00,1984,1984,1984.00
"(46.93333, 21.5)",1,552,552,552.00,1875,1875,1875.00
"(50.95, 7.31667)",1,240,240,240.00,1900,1900,1900.00
"(50.53806, 16.26333)",1,815.3,815.3,815.30,1969,1969,1969.00
"(11.63333, 24.68333)",1,67.4,67.4,67.40,1967,1967,1967.00
"(29.53333, 72.3)",1,13600,13600,13600.00,1873,1873,1873.00
"(51.93333, 15.5)",1,1000,1000,1000.00,1841,1841,1841.00
"(-6.66667, 106.58333)",1,16500,16500,16500.00,1922,1922,1922.00
"(11.33333, 10.08333)",1,1500,1500,1500.00,1999,1999,1999.00
"(54.23333, 52.48333)",1,1342,1342,1342.00,1930,1930,1930.00
"(36.8, -108.0)",1,2830,2830,2830.00,1938,1938,1938.00
"(34.72, 137.305)",1,1000,1000,1000.00,1991,1991,1991.00
"(41.2, -73.13333)",1,50,50,50.00,1974,1974,1974.00
"(36.18333, 139.21667)",1,194,194,194.00,1958,1958,1958.00
"(35.73333, 139.75)",1,238,238,238.00,1926,1926,1926.00
"(-3.4, -44.33333)",1,2024,2024,2024.00,1879,1879,1879.00
"(-31.535556, -68.489444)",1,4000,4000,4000.00,2008,2008,2008.00
"(34.4, -87.06667)",1,2000,2000,2000.00,1868,1868,1868.00
"(13.63333, 79.41667)",1,230,230,230.00,1934,1934,1934.00
"(40.0, -81.76667)",1,230000,230000,230000.00,1860,1860,1860.00
"(46.68333, 1.05)",1,31500,31500,31500.00,1812,1812,1812.00
"(52.26667, 32.85)",1,700,700,700.00,1900,1900,1900.00
"(-7.08333, 111.53333)",1,20000,20000,20000.00,1869,1869,1869.00
"(30.80833, 109.5)",1,600000,600000,600000.00,1890,1890,1890.00
"(35.3, -86.63333)",1,1800,1800,1800.00,1855,1855,1855.00
"(24.41667, 39.51667)",1,160,160,160.00,1957,1957,1957.00
"(45.68333, 15.6)",1,1708,1708,1708.00,1868,1868,1868.00
"(52.13333, 59.31667)",1,219,219,219.00,1933,1933,1933.00
"(46.88333, -102.31667)",1,90000,90000,90000.00,1918,1918,1918.00
"(-8.41667, 32.43333)",1,704.5,704.5,704.50,1938,1938,1938.00
"(41.9, -91.6)",1,28400,28400,28400.00,1847,1847,1847.00
"(45.2, 8.5)",1,9150,9150,9150.00,1868,1868,1868.00
"(12.66667, 78.03333)",1,110000,110000,110000.00,2008,2008,2008.00
"(39.68333, -99.86667)",1,1100000,1100000,1100000.00,1948,1948,1948.00
"(50.75, 33.5)",1,6000,6000,6000.00,1811,1811,1811.00
"(42.38333, -2.5)",1,3200,3200,3200.00,1842,1842,1842.00
"(52.95, 8.16667)",1,16570,16570,16570.00,1930,1930,1930.00
"(-17.65, 31.6)",1,22300,22300,22300.00,1934,1934,1934.00
"(38.13742, -119.75812)",1,18.41,18.41,18.41,2007,2007,2007.00
"(36.1, -81.41667)",1,220,220,220.00,1889,1889,1889.00
"(17.74333, 120.45583)",1,515,515,515.00,1910,1910,1910.00
"(-11.5, 33.5)",1,1100,1100,1100.00,1944,1944,1944.00
"(50.36667, 4.73333)",1,2000,2000,2000.00,1896,1896,1896.00
"(50.83333, 34.0)",1,1700,1700,1700.00,1939,1939,1939.00
"(33.6, 130.43333)",1,750,750,750.00,1897,1897,1897.00
"(50.75, 25.3)",1,1600,1600,1600.00,1864,1864,1864.00
"(35.07833, 136.93333)",1,1040,1040,1040.00,1632,1632,1632.00
"(56.0, 22.0)",1,1001,1001,1001.00,1908,1908,1908.00
"(35.66667, 115.5)",1,180,180,180.00,1956,1956,1956.00
"(52.76667, -2.51667)",1,3500,3500,3500.00,1876,1876,1876.00
"(59.73333, 10.86667)",1,850,850,850.00,1848,1848,1848.00
"(47.47083, 0.97667)",1,4000,4000,4000.00,1978,1978,1978.00
"(39.66667, 122.98333)",1,2900,2900,2900.00,1976,1976,1976.00
"(24.3, -13.1)",1,17000,17000,17000.00,2003,2003,2003.00
"(32.3, 112.75)",1,14250,14250,14250.00,1984,1984,1984.00
"(51.53333, 14.88333)",1,NULL,NULL,NULL,1636,1636,1636.00
"(33.88333, 35.5)",1,1100,1100,1100.00,1921,1921,1921.00
"(41.08333, -86.28333)",1,340,340,340.00,1876,1876,1876.00
"(61.65, 27.2)",1,17000,17000,17000.00,1910,1910,1910.00
"(2.88333, 30.83333)",1,500,500,500.00,1957,1957,1957.00
"(17.9, 101.63333)",1,367,367,367.00,1981,1981,1981.00
"(38.5, -8.0)",1,4500,4500,4500.00,1796,1796,1796.00
"(45.3, 0.23333)",1,271000,271000,271000.00,1966,1966,1966.00
"(32.94667, 118.99)",1,2232,2232,2232.00,1986,1986,1986.00
"(11.65, -2.18333)",1,NULL,NULL,NULL,1960,1960,1960.00
